date,content,counts
2012-11-26,"They can be addressedwithin different time frames and following a logical sequential order, so long as thecommitment to address all four of them is unwavering. In my remarks today, I would particularly like to elaborate on the rationale and principles forestablishing a Single Supervisory Mechanism. It is important to understand exactly why weneed such a mechanism to determine how it would be designed. On the ideal schedule for establishing the single supervisor, I agree with those who say thatwe need to do it in a timely fashion but above all, we need to do it well.",96
1998-11-26,"The elimination of thecurrency fragmentation in the European bond markets will also lead to the development ofuniform market standards and the creation of a large and liquid market for portfolio investors. 2. How will the euro’s international role influence the ECB’s monetary policy? Having an international currency has significant advantages for businesses and consumers. Itmay, however, sometimes complicate the conduct of monetary policy. In the ESCB’s monetarypolicy strategy, developments in monetary aggregates play a prominent role, and thesedevelopments will be analysed very carefully.",83
2013-09-06,"If both these options – private sectorand national budgets – are exhausted, the existing European Stability Mechanism (ESM)could step in, as it did last summer in Spain. At this point I would like to clarify that this back-stop should not be confused with the directbank recapitalisation through the ESM. With the exception of very rare and highly unlikelycases, direct bank recapitalisation via the ESM will only be available once the singlesupervisory mechanism is operational. I would like to look more closely at two points that I find especially important in relation to thetransfer of banking supervision to the ECB.",99
2020-11-25,"Research suggests that this increase in the dispersion indexcan be linked to scarcity effects, as asset purchases and the increased regulatory demand for safegovernment bonds withdrew collateral assets from the financial system.[21]To alleviate these scarcity effects, the Eurosystem introduced the securities lending programme in April2015. However, the programme was initially only sparsely used.",53
2006-03-03,"As you know the ECB, when time comes, will apply a very simpleprinciple when making its judgement: the criteria set out by the Treaty will have to be met in asustainable fashion, nothing but the criteria and all the criteria. Euro area enlargementThis brings me to the second part of my speech, in which I will discuss the path towards joining theeuro area that should be followed upon accession. Along this path, every team member can have theirown style, as long as the style respects the rules. Pre-euro-entry “euroisation” for example is notacceptable.",93
2010-10-22,"Much work still needs to be done and it is appropriate that the final statisticalframework for the macro-prudential oversight of the financial system will be decided by theESRB. I would like to distinguish between four main types of statistical deliverables. The first is macro-financial information relating to the macroeconomic environment, financialmarket data and information on financial market infrastructures. The second is macro-prudential information on regulated and unregulated financialintermediaries. This comprises sufficiently granular aggregated micro-prudential informationacross countries and financial sectors, as well as individual information on large financialintermediaries.",87
2013-07-16,"Third, the restructuring efforts in the stressed countries to strengthen their banks with thehelp of the European Stability Mechanism (ESM) funds have led to improved fundingconditions for euro area banks. With the financing provided by the ESM, banks in Spain,Portugal, Greece and Ireland have been recapitalized. Bank deposits in these countries haverisen by around 200 bn since September last year, and the cost of both deposit and bondfunding for banks has fallen significantly. Euro area banks’ issuance of medium and longterm debt has increased and we have also seen a noticeable pick-up in repo market activity.",96
2005-11-24,"I just recall here that upon request of G10 Governors the Joint Forum hasrecently released a report in which it is highlighted that regulatory and supervisory developmentsshould aim at influencing and supporting the trend towards more rigorous risk management, greatertransparency, and better governance at private pension funds1. Thus, it is clear that every financial sector has been developing an EU harmonised framework within adifferent schedule.",65
1999-10-27,"Article 105 requires that the Eurosystem “without prejudice to the objective of pricestability … shall support the general economic policies in the Community, with a view to contributingto the achievement of the objectives of the Community.” These Community objectives include“sustainable and non-inflationary growth” and “a high level of employment”. But, given thequalification “without prejudice”, the Treaty also clearly states how the Eurosystem shall set itspriorities. A contribution to the achievement of the other objectives of the European Community canonly be made if the Eurosystem’s primary objective is not compromised.",89
2008-02-15,"This symposium is taking place at a time when financial markets have been put under stressand the financial world is struggling with the consequences. This episode clearlydemonstrates that research on capital markets is as important as ever, as the underlyingcauses of the turmoil and their consequences need to be identified and addressed. I willconclude this symposium by evaluating the resilience of the Eurosystem’s operationalframework under stress, drawing tentative conclusions from its performance during theongoing turmoil in financial markets. In this respect, I would like to underscore theimportance that central banks attach to well-developed capital markets, especially in stressfultimes. 1.",99
2009-11-10,"In such a case, the beneficial effects on the economy of thelatter policies could be neutralised by an array of adverse factors, including increasedinflation risk premia, interest rate volatility and Ricardian effects on consumer spending. In addition to these considerations of a more macroeconomic character, there are otherreasons – related to distortions in the functioning of markets and the behaviour of individualagents – why central banks should not retain non-standard liquidity measures once financialand market conditions render them unnecessary. First, the protracted provision of central bank liquidity may reduce the incentives forcommercial banks to resume their market-based funding activities.",99
2015-09-18,There ismore rigidity in wages in a recession (in Europe) and that is an important factor and that iswhy I never really feared we would have actual deflation in Europe. Wages will not be asflexible down as they were in Japan. Most of euro area GDP comes from services andinflation in services is basically about wage developments. It is very difficult to go to asituation of deflation in Europe. That’s a difference with Japan. Will divergence continue in the euro zone? No. We saw an initial phase of catching up and convergence. Then came the crisis.,96
2020-01-08,"While the activities of these investment banks were considered unlikely tocreate financial stability risks in a hard Brexit scenario (also thanks to the temporary measurestaken by EU and national authorities), they are still relevant to the provision of liquidity to euroarea markets over the longer term.1UK-based investment banks are also key providers of advisory and financing services related tosecurities issuance, M&A activity and syndicated lending to euro area clients. They play an activerole in debt and equity issuance for euro area non-financial corporations, including book runningand underwriting services.",88
2007-11-21,"In theory, as I said earlier, the self-sustaining nature of real interest rates in the differentcountries of a monetary union can fuel divergences within the union. But these forces arepartly countered by the loss of competitiveness, which has a dampening effect on inflation. Ifyou want to see the glass half empty, you could argue that this second force has not yetbeen strong enough to prevent persistent inflation differentials across countries.",70
1999-11-15,"The high degree ofinternational capital mobility and technological advances have created interdependencies which callfor new forms of global “governance”. In this vein, we support efforts to improve the internationalfinancial system and to enhance the transparency of financial institutions as proposed, inter alia, bythe IMF, to coordinate the work of banking supervisors as advocated by the Bank for InternationalSettlements, and to work towards greater systemic stability with emerging countries as instituted bythe G20. As already mentioned above, EMU is set to propel the EU economy into a role of systemicimportance.",89
2005-02-03,"Second, on top of that, we are fully conscious that we are speaking simultaneously to twelve differentcultures today, and many more when time comes. Making sure that a decision is exactly understoodsimultaneously by a German, an Italian or a Spanish household, by an Irish, a Portuguese and aDutch citizen is another extraordinary challenge that no other central bank has to cope with. Third, last but not least, we are also simultaneously speaking to the global market participants whohave themselves their own language and their own culture. For the ECB to be credible means being credible vis-à-vis all parties concerned.",99
2005-02-28,"In thosecircumstances, private sectors in a large portion of the industrial world were left for years in the darkabout the “true” objectives of monetary policy, and about the determination with which central bankswere prepared to pursue it. A new monetary order could not be established unless it tackled the problem of the mandate and ofthe strategy squarely.",57
2013-06-12,"There is no automatic follow-on. The GoverningCouncil of the ECB will decide independently in each individual case, looking exclusively atthe necessity of OMTs from a monetary policy perspective. Second, our OMT programme is limited to the short end of the yield curve – i.e. to maturitiesof between one and three years – as the Eurosystem’s other monetary policy instrumentshave also traditionally been aimed at this period. The third distinction between the OMTs and the SMP is the transparency of our actions,through the publication of relevant information on OMT interventions.",89
2004-12-23,Financial market developments during the past few years are indeed a testimony to the success of theECB’s stability oriented monetary policy in securing low and stable long-term inflation expectationsand thereby low interest rates in the euro area.,37
2015-12-08,"That led to a very prolonged downturn, which was associated with a decline in employment,depressed wage growth, and low business and consumer confidence. According to ECBestimates, disinflation in this period is well explained by the existence of a very wide outputgap. 2 The divergence in core inflation between the euro area and other advancedeconomies, in other words, is a story of domestic economic weakness. This has particularly been reflected in weak services inflation, which is more stronglydetermined by the domestic economy and domestic wage pressures than other inflationcomponents.",88
2008-06-17,"At the same time, credit default swap (CDS) indices in2BIS Review 77/2008Europe and the US have declined since mid-March (though recently they have increasedsomewhat), the availability of bank credit to households and non-financial corporations in theeuro area has not been significantly affected by the financial market turbulence, andcorporate bond spreads have narrowed Moreover, the functioning of the leveraged loanmarket is showing some tentative signs of improvement. With regard to the impact of the market correction on bank profits, the write-downs disclosedby many euro area financial institutions went far beyond the expectations of late last year.",95
2007-10-08,"Reichlin (2006), “Trends and cycles in the euro area: how muchheterogeneity and should we worry about it?”, ECB Working Paper No 595. McKinnon, R. (2001), “Optimum Currency Areas Revisited,” Stanford University, mimeo. Mundell, R. (1973), “Uncommon Arguments for Common Currencies”, in H.G. Johnson andA.K. Swoboda, The Economics of Common Currencies, Allen and Unwin, pp. 114-132. Obstfeld, M., and Giovanni Peri (1998) “Regional Non-Adjustment and Fiscal Policy,”Economic Policy, Vol. 26 pp. 205-260. S. Kalemli-Ozcan, B. Sorensen and O. Yosha (2004) “Asymmetric shocks and risk sharing ina monetary union: Updated evidence and policy implications for Europe”, CEPR DiscussionPaper No 4463. Rose, A.",100
2019-07-15,"Benoît Cœuré: Inflation expectations and the conduct of monetarypolicySpeech by Mr Benoît Cœuré, Member of the Executive Board of the European Central Bank, atan event organised by the SAFE Policy Center, Frankfurt am Main, 11 July 2019. * * *Stable inflation expectations at levels consistent with price stability provide an important nominalanchor for the economy. They reduce inflation persistence and curb harmful macroeconomicvolatility.",63
2014-11-17,"This affects incentives to lend because, although some tolerance bybanks towards NPLs can act as a shock-absorber, when NPL ratios exceed a critical levelslow and inefficient resolution becomes a major impediment to both banks and the economyat large. From the bank side, it undermines the payment culture, as it rewards strategic defaulterswhile discouraging performing debtors from continuing to repay their debt. The process ofhandling and supervising NPLs also often raises operating costs. 5 And in the wider economy,it prevents creative destruction in the form of resolving non-viable companies, as well as swiftrestructuring of viable but over-indebted firms.",97
2015-02-12,"Butwe have also acknowledged, through the loss sharing arrangement, the reality that the euroarea is not a fiscal union and it is for politicians, not central bankers, to decide if and when itwill become one. Importantly, the expanded asset purchase programme was also in line with thecommunication on our reaction function that we introduced last year to help observersunderstand our strategy in an environment of heightened uncertainty. In a speech in April2014 President Draghi laid out three contingencies that would warrant further policy action bythe ECB. And as each of those contingencies materialised, we responded as we indicatedwe would.",99
2001-02-22,"This assessmentwhich is transmitted to the public by the ECB's well-known instruments of communication, and notshort-term oriented expectations in financial markets on decisions in the next meeting of theGoverning Council, is decisive for the monetary policy stance of the ECB. Challenges for the euro areaIn the context of the recent US slowdown, the following question is often raised: Who might takeresponsibility over from the United States for ""global growth""? I would contend that this question ismisleading from the outset. Indeed, the US economic policy has, in my view, always been conducted,and rightly so, with a clear focus on domestic objectives.",100
2000-10-18,"The strategy provides the framework for conductingmonetary policy in the euro area. First and foremost, the ECB’s monetary policy strategy provides a quantitative definition of theprimary objective of monetary policy in the euro area, namely the maintenance of price stability. PriceBIS Review 88/20002stability has been defined as an annual increase of below 2% in the Harmonised Index of ConsumerPrices (HICP) in the euro area. There are many advantages to adopting a clear, verifiable definition ofprice stability. First, it serves as a guide for our monetary policy decisions. Moreover, it offers preciseguidance to inflation expectations, keeping them low and stable.",99
2011-05-13,"Over time, concerns about the size of government deficits and soaring debt-to-GDP ratios– combined with uncertainty about the ability of governments to design and implementconsolidation plans in the context of reduced potential growth and massive implicit liabilitiestowards the financial sector – developed into uncertainty about the sustainability ofgovernment debt. Although the initial problems primarily concerned the Greek governmentdebt market, contagion and spillover effects meant that the crisis quickly spread to thesovereign debt of other so-called “peripheral” countries and other market segments.",81
2020-11-04,"European Central BankDirectorate General CommunicationsSonnemannstrasse 20, 60314 Frankfurt am Main, GermanyTel.: +49 69 1344 7455, email: media@ecb.europa.euWebsite: www.ecb.europa.euReproduction is permitted provided that the source is acknowledged.  Media contactsCopyright 2020, European Central Bankhttps://www.ecb.europa.eu/press/key/date/2020/html/ecb.sp201104~7908460f0d.en.html5/5",33
2002-12-11,"BIS Review 72/20021First, when looking back, we recognise that inflation has been rather persistent despite the economicslowdown. This persistence has partly reflected a series of transitory developments, such as theindirect effect of previous oil and food price increases and a limited changeover effect. However,structural factors in the labour and product markets have also played a role, as mirrored, in particular,in the upward trend in wage developments observed until recently. This trend has only just shownsigns of stabilisation. Services price inflation has also remained stubbornly high. Indeed, structuralrigidities have impeded an appropriate adjustment of wages and prices.",96
2018-05-28,"In politics they say: he who knows only one country knows nocountry. The same can be said about banks. The more banks a supervisor covers, the morethey can learn about each of them and, thus, about all of them. They can compare, and they canbenchmark. 1/7BIS central bankers' speechesAnd European banking supervision does cover a lot of banks, many more than any nationalsupervisor. Instead of covering just one global systemically important bank, for instance, wecover eight of them.",78
2008-01-28,"6Finally, the supervisory authorities appear less protected than the central banks fromexternal pressures, which aim to reduce their decision-making autonomy. The concept ofindependence, which has been developed for monetary policy, is however not easilyextendable, merely via regulations, to the supervisory authorities. This, however, also appliesto the problem of accountability. 7 In a financial market in which there is room for a certaindegree of regulatory competition and in which the supervisory authorities have a mandateand a predominantly national system of accountability, there may be incentives to utilise themargins for manoeuvre that European legislation leaves for protectionist purposes.",96
2011-05-13,I like to think of the interventionsby public authorities as “lines of defence” against the crisis. They proved successful inguaranteeing those authorities’ ability to continue delivering macroeconomic and financialstability against the crisis. Let me recall briefly the three main lines of defence: central banks increased their provisionof liquidity and financial intermediation services; monetary and fiscal authorities adjustedtheir policies in order to mitigate the macroeconomic impact of the crisis; and governmentsimplemented a variety of measures in support of the financial sector.,80
2008-12-17,"One important exception is when the company reports provisions forcredit losses and charge-offs. In this case, the year-over-year increase in provisions or charge-offs are used instead, inorder to minimise the impact of normal operations on the figures. Unless it is certain that loan charge-offs are not included innew provisions for losses, these charge-offs are only recorded for 2007. The underlying assumption is that charge-offs afterthe end of 2007 are already included in previously recorded provisions. Some banks do not expect to fully realise thesewrite-downs, especially in the case of unrealised losses, mark-to-market losses, and loss provisions.",96
2010-07-16,"If you had done so earlier,you would have tripped up the speculators. A: We acted because we saw a serious and unprecedented malfunctioning of the financialmarkets of certain euro area countries in the afternoon of 6 May and on Friday 7 May. At thatmoment in time and not before, we judged that we had a very serious problem with regard tothe transmission of our monetary policy in part of the euro area, and that we had tocontribute to re-establish a more normal functioning of the markets in question.",88
2016-06-09,"TARGET2and T2S;2BIS central bankers’ speeches•work is conducted in the context of our strategic reflections around “Vision 2020”, onwhich I will elaborate in a minute;•adopting DLT for the Eurosystem’s market infrastructure would obviously imply thatcentral bank money is transacted via DLT; this may have implications on the centralbank functions which go beyond the operational and technical sphere; therefore, it isimportant to structure the discussion along the lines of who could access the centralbank ledger.",73
2015-01-16,"8BIS central bankers’ speechesThe liabilities are in the order of €25 billion? Close to €20 billion. We’re not passing judgement, we are not putting pressure on anybody, we are making clearwhat our own constraints are in the discussion. These are constraints on us, not pressure wewould be putting on others. The current Greek programme ends in February. So a new Greek programme isrequired then for the ECB – under its own rules to continue – supporting Greekbanks? That’s absolutely right. But it’s not for us to lead the discussion on a new programme.",93
2018-03-19,"The second is the improving the debt sustainability of both firms andhouseholds. Corporate and household indebtedness are now back to their early 2008 levels. Developments in the inflation outlookThe key question then becomes how quickly stronger demand will translate into rising prices. Both the ECB staff projections and those of other international institutions suggest that inflation ismoving in the right direction, over the medium-term horizon that is relevant for monetary policy. The latest ECB projections foresee a pickup in headline inflation from an average rate of 1.4%this year to 1.7% in 2020.",92
2010-04-29,"10Recent events have forced a re-evaluation of such models in the research community. Itseems to me that the ECB’s approach has been vindicated by the financial crisis. Theimportance of monitoring money and credit developments is becoming more recognised inboth the academic literature and the policy debate. Indeed, leading academics have arguedin favour of defining and monitoring new monetary indicators to detect the build-up ofleverage within the financial sector. 11Of course, recognising the importance of monetary analysis is not a panacea.",80
2016-04-26,"One of the main reasons why DLT has been capturing so much interest is because it couldbe a game changer in the market. The possibility for financial intermediaries and marketinfrastructures to share a distributed ledger – i.e. a decentralised common database – issomething unprecedented. It has the potential to advantage some actors, by lowering backoffice costs and collateral or capital requirements. At the same time, it may possiblydisintermediate or even make redundant some market actors that do not provide corefunctions. Today, I would like to approach the discussion of DLT from a central bank perspective.",95
2000-03-30,"This is why the Eurosystem decided not to beginpublishing forecasts from the very beginning of Stage Three. Monetary and economic developments in the euro areaLet me now turn to the monetary and economic developments in the euro area. Exactly one week ago,on 16 March 2000, the Governing Council decided to raise the ECB interest rates by 25 basis points. This decision addressed the upside risks to price stability as signalled by both pillars of the monetarypolicy strategy.",77
2014-11-27,"As regards fiscal policy and structural reforms, while the Stability and Growth Pact should remain theanchor for confidence in sustainable public finances, a comprehensive strategy is needed to put the euroarea economy back on track. This involves further sharing of sovereignty, i.e a leap forward from commonrules to common institutions. The upcoming report commissioned by the Euro Summit on the future ofeconomic governance will present a good starting point for further reflection. ***Honourable Members of Parliament,Ladies and Gentlemen,I would like to thank you warmly for having invited me to address you today.",92
2009-09-08,"At the same time, Article 105 (5) of the Treaty stipulates that the ECB/ESCB “shall1Report of the High-Level Group on Financial Supervision in the EU chaired by Jacques de Larosière,Brussels, 25 February 2009. 2Commission Communication, European Council Conclusions. BIS Review 103/20091contribute to […] the stability of the financial system” 3 . The Eurosystem’s Mission Statementstates that “we aim to safeguard financial stability…”. 4In many cases, the financial stability mandates of central banks, and the associated tasks tobe performed, are specified in relatively general terms. There are several reasons for this.",90
2005-04-08,"As regards structural reforms in the euro area, the Governing Council welcomes the PresidencyConclusions of the Brussels European Council of 22 and 23 March 2005, which state that “it isessential to relaunch the Lisbon Strategy without delay and re-focus priorities on growth andemployment”. EU countries urgently need to promote innovation and human capital formation,establish a regulatory environment which is friendlier for businesses, accelerate market liberalisation,and increase labour market flexibility. Attention must now shift towards implementing this reform agenda.",78
2020-02-17,"We also need to maintain a competitive environment. In other words, weneed to avoid a situation in which there are very few banks. In this context, fintech and bigtechcompanies are also potential competition. Domestic consolidation might be a solution for small and medium-sized banks, but the largerbanks could perhaps look to cross-border consolidation. In any case, it’s not the ECB’s place tosay which banks should or shouldn’t merge. That’s for the banks themselves and the market todecide. And there isn’t a single solution that works in every case.",88
2011-05-12,"At the same time, the International Monetary Fund (IMF) was established in order tofinance exceptional balance of payments needs. Nevertheless, it was a system of fixedexchange rates, with the dollar as the vehicle currency, which in turn was convertible intogold at a fixed rate. Thus, the Bretton Woods system, too, was a gold standard and ultimatelysuffered from the same weaknesses: domestic policy objectives were incompatible with theobjective of fixed exchange rates.",71
2008-04-30,"During the run-up to the introduction of theeuro, the Eurosystem established the TARGET system and the Correspondent CentralBanking Model (CCBM) which enabled the area-wide settlement of large-value transactionsin central bank money and the cross-border delivery of collateral to the Eurosystem. Whilethese were undoubtedly already major steps towards the integration of crucial marketinfrastructures, TARGET and CCBM did not yet allow market participants to manage theircash, collateral and securities positions in an integrated way. The recent establishment ofTARGET2 as a centralised technical service addresses this shortcoming for eurodenominated large-value and urgent payments.",90
2002-10-25,"I should like to extend a special welcome to the representatives of thecentral banks of the countries that are negotiating to join the European Union; these negotiations willhopefully be concluded fairly soon. I should, of course, also like to thank the speakers, discussants,panellists and chairpersons of the sessions. Since the early days of the ECB and the first ECB Central Banking Conference, sufficient time haspassed for us to assess whether we at the ECB have made an effective contribution to the relationshipwe have with the academic world. The academics here today should be the first to be asked thisquestion.",99
2010-04-20,"While a gradual trend in higher return to equity and higher wages in the sector in recentdecades has reflected natural developments like increased productivity, the dramaticincrease in profit in the immediate pre-crisis years should have served as a cautionarymessage. Obviously, in the context of competitive financial markets, increased profits willtend to come hand in hand with the increased hunt for yield and risk-taking, expandingfinancial intermediaries’ balance sheets even further. In the run-up to the crisis, this processwas especially visible in the shadow banking sector, which was making record profits andpaying record wages, unseen in relative terms since the 1920s.",99
2008-09-10,"The existence of the euro is certainly to the benefit of the euro area and also the Danisheconomy. In the past, financial turmoils usually went hand in hand with significant realeconomy disruptions and currency unrest spilling over between countries in Europe. However, in the context of the recent financial upheaval, there have been no sizeablecontagion effects across the euro area including those countries participating in ERM II. Thiscan to some extent be attributed to the fact that the existence of the euro, by eliminating thecontagion via the exchange rate channel, has mitigated the risk of negative economicimpacts.",97
2019-10-28,"This is why, since 2014, the ECB has gradually placed more emphasis on the macroeconomicpolicy mix in the euro area.4 A more active fiscal policy in the euro area would make it possible toadjust our policies more quickly and lead to higher interest rates. In our monetary union, national policies play the main role in fiscal stabilisation – much more sothan state-level policies in the US. But national policies cannot always guarantee the right fiscalstance for the euro area as a whole. Coordinating decentralised fiscal policies is inherentlycomplex.",88
2009-11-10,"These costs, together with the expected adverse fiscal impact of populationageing, pose considerable risks to future fiscal sustainability. In the aftermath of the crisis,many countries may not be able to rely on sustained GDP growth to smoothly reduce theirdebt burdens. This means that ambitious plans for structural fiscal consolidation need to bedeveloped and communicated in order to guarantee the public’s trust in the sustainability ofpublic finances. 4See, for instance, G.B. Eggertsson and M. Woodford (2003), ""The Zero Bound on Interest Rates and OptimalMonetary Policy"", Brookings Papers on Economic Activity, 2003-1, 139-211.",91
2008-11-18,"This would require the monetary policy stance to be tightened in periods ofbooming financial markets, so as to contain the risk of instability to the price level over alonger-term horizon (when the boom could turn into a bust); in other words, in order to buyinsurance against the risk of a financial crisis in which financial intermediation could grind toa halt. Such a policy could also help address the problem of moral hazard that may becreated by policies that aim only to mitigate the impact of adverse shocks to financialstability, and thus treat asset booms and busts asymmetrically.",97
2008-10-02,"However, it should be noted that acceptingforeign currency collateral also implies additional legal and financial risks in the conduct ofmonetary policy operations. Hence, this is an area where further work is needed. 6. Final remarksLet me finally offer you some concluding remarks. One year after its start, the financialmarket turmoil has not subsided.",53
2010-03-09,"At the European level, a new body, the European SystemicRisk Board, is expected to contribute to the global effort to enhance system-wide riskassessment and develop a consistent macro-prudential framework. The establishment of theEuropean Systemic Risk Board will give the ECB a more prominent role in macro-prudentialsupervision, quite separate from its monetary policy responsibilities. The initiatives undertaken at the global and European level should address the transparencyand risk-taking behaviour of financial institutions, and thus be consistent with generalprinciples such as: i) correct risk-taking incentives and avoid moral hazard; ii) minimisedistortion in the banking sector; iii) ensure a global level-playing field.",99
2017-08-29,"The problems are particularly pronounced in areas involving rapid quality change,such as photography, the global positioning system (GPS) or, more generally, the smartphonesin which these and many other applications are embedded. At zero or near-zero prices, hedonicquality adjustments in nominal national accounts are difficult. Recent literature, such as Byrne etal. (2016) or Syverson (2017), however, argues that the “free” services and other ICT featuresonly account for a small part of the productivity slowdown in the US.",76
2013-02-13,"The initial choicefor monetary union was to have a minimalist framework: the adoption of a single currencyplus a fiscal brake, the Stability and Growth Pact, to ensure stability, exclude free riders andhelp the single monetary policy. All other policies, economic or concerning financial stabilitylike supervision, were left for the national level. It was assumed, in line with the economicthinking of the time, that monetary integration would spontaneously foster thesynchronisation of the economic cycle and that national “shock-absorber” would be sufficientto deal with country specific developments.",85
2020-04-30,"Christine Lagarde: ECB press conference - introductory statementIntroductory statement by Ms Christine Lagarde, President of the European Central Bank, and MrLuis de Guindos, Vice-President of the European Central Bank, Frankfurt am Main, 30 April 2020. * * *Ladies and gentlemen, the Vice-President and I are very pleased to welcome you to our pressconference. We will now report on the outcome of today’s meeting of the Governing Council,which was also attended by the Commission Executive Vice-President, Mr Dombrovskis. The euro area is facing an economic contraction of a magnitude and speed that areunprecedented in peacetime.",94
2012-02-27,"Moreover, we are not there to contribute to governmentfinancing by dispensing with claims. But the ECB has always said that the purchases were part of its monetary policy. If itwas an independent decision, why shouldn’t the central banks bear the losses, whichthey would take over, without hesitation, if the financing of a bank proved to beunprofitable? What is the difference between losses on government bonds and lossesfrom a bank failure? Look at the United States and the United Kingdom. In both cases, the central banks havebought up large amounts of securities and the State has secured it with guarantees.",99
2004-05-03,"Attaining faster growth with stability in EuropeThe euro - or more precisely, the single monetary policy - has delivered an environment of pricestability for Europe, and yet the growth performance of the euro area over the past five years has beenfar from stellar: since the mid-1990s, euro area growth has lagged behind that of the United States, onaverage by almost one and a half percentage points. How can we explain this gap? And what can bedone to close it in the coming years?",83
2014-11-18,"At the same time, highunemployment, sizeable unutilised capacity, and the still ongoing and necessary balancesheet adjustments are likely to dampen the recovery. Risks to the economic outlook continue to be on the downside. In particular, the weakeningin the euro area’s growth momentum, alongside heightened geopolitical risks, could dampenconfidence and, in particular, private investment. In addition, insufficient progress instructural reforms in euro area countries constitutes a key downward risk to the economicoutlook. Inflation in the euro area remains very low. In October, it stood at 0.4%.",85
2011-02-17,"The proposals made bythe European Commission went in the right direction, but were already not ambitious enoughin our view. And the Member States – including Germany, France and other countries – havewatered them down further. Our message is clear: we have to go as far as possible inreinforcing European economic governance, at all levels. We won’t give up on that. Zeit: Calls for more Europe aren’t going down that well with the public. Is Europereally ready for greater integration?",79
2015-11-26,"2BIS central bankers’ speechesUncertainty about the structure of the economyTo deliver our mandate, however, we also need to address the second dimension ofuncertainty – uncertainty related to the structure of the economy. More precisely, we need tounderstand and respond to evolutions in the structure of the economy caused by the crisis. There are two key structural conditions that matter for the central bank to meet its objective. First, the financial transmission channel must remain intact, so that monetary policy is able tomaintain sufficient traction over the economy and economic slack remains controllable.",92
2017-11-10,"A recent paper analyses financial crises in advanced economies from 1870 to 2008and finds that “private credit booms, not public borrowing or the level of public data, tend to be themain precursors of financial instability in industrial countries”.12 In the context of the Europeancrisis, I showed in 2013 that the main driver of the financial and economic imbalances was thefact that credit from banks in core countries to banks in the periphery quintupled from theinception of monetary union until 2008.13Even in the absence of crises, high levels of private debt are detrimental to the economy.",95
2015-12-01,"Neither do I underestimate thedifficulties in a world of nation-states of altering the parameters of the current system. Butwhether the shock absorbing role of exchange rates can be taken for granted is a questionwe should all reflect on. It is clear to me that there is much more about the functioning of theinternational monetary system that we need to understand. It’s another field in which we aspolicymakers, once again, depend on you as researchers.",74
2012-11-27,"The key challenge is to articulate the appropriaterole for the European level, the state and the market in the euro area. Political unionThe fourth pillar, political union, is needed to ensure that the other pillars have sufficientdemocratic legitimacy. I will not dwell long on this issue, as it is fundamentally a matter forthe Member States and European citizens. Suffice is to say that the crisis has shown thelimits of applying a national mind-set in a deeply integrated monetary union. Citizens areaffected by what happens across borders and their political arrangements need to reflectthis.",93
2005-06-07,"The latter involves the Bank asking banks to quantify the impact on their own funds and capitaladequacy ratios of pre-specified adverse changes in the values of certain basic risk factors. The riskfactors considered are the probability of default and the loss given default, interest rates, share pricesand exchange rates. In addition, the Bank is working towards developing a macro stress-testingframework, especially for credit risk. Let me now move on to discuss issues related to Basel II, which represents a major change in thesupervisory framework and a challenge to both supervisors and banks.",92
2011-07-12,"The decision taken by the ECOFIN Council in November 2003 not to act on theCommission’s recommendations regarding excessive deficit procedures against France andGermany may have sown the seeds for such non-aggression pact between countries in thebudgetary surveillance procedure. It may also have weakened the surveillance mission of theCommission, thus undermining the political basis of the monetary union. To sum up, in such a union, governments should be accountable not only for their ownpolicies, but also for checking the policies of the other members.",83
2018-11-09,"Increasing weather extremes, rising sea levels and Arctic melting are now clearly visibleconsequences of human-induced warming.2 Climate change is not a theory. It is a fact. While only one dimension of the human cost, the consequences in macroeconomic terms lookset to be large. Without further mitigation, cumulative emissions pose significant risks ofeconomic disruption.3While there is a wide recognition that environmental externalities should be primarily corrected byfirst-best policies, such as taxes4 , all authorities, including the ECB, need to reflect on, andconsider, the appropriate response to climate change.",87
2018-01-05,"In some ways, this is analogous to the debate about “leaning versus cleaning” of financialbubbles: faced with so much uncertainty about what constitutes a bubble, most of the time it ismore efficient for central banks to use macroprudential tools to prick bubbles, or to ease policyafter they burst, rather than to try and identify bubbles in advance and deflate them by hikingrates. The risk of false positives is just too high.",71
2014-08-05,"Those people mayeven end up reading the articles, if only because central bank communication can have amajor impact on financial markets – and hence on their savings. Central bank communication was not always so extensive. Think back to the days when themost important central bank in the world – the Federal Reserve (Fed) – would not evenpublish its interest rate decisions; rather, it would let the outside world derive them from themarket reaction. Today, this sounds unbelievable. But it was only in 1994 that the Feddecided to make its interest rate decisions public in real time.",96
2001-03-22,"Efforts to bring about further integration in the product and capital markets by harmonising regulationacross Europe are also very important. They contribute to making Europe really ""one market"" and toproviding further economies of scale. Fiscal developments are monitored very closely by the ECB. We have noted that a number ofgovernments need to reinforce their efforts to proceed along the path of fiscal consolidation in order toachieve the objectives of the Stability and Growth Pact.",74
2015-09-25,"At the same time – going beyond theconfines of the banking sector and banking union – we must make progress in developing acapital markets union to enhance further the scope for cross-border private risk-sharing. In addition, we need to prevent imbalances – whatever their nature – from developing into acrisis environment. Therefore, we need a new convergence process based on the capacity ofour economies to withstand shocks and grow out of them quickly. This would imply not only amore robust financial system as just described, but also stronger governance over structuralreforms and a tighter control of national fiscal policies.",99
